70220;COOPERATIVA DE SERVICIOS DE CONSTRUCCION, TECNICOS-INGENIEROS Y PRODUCCION DE MATERIALES;LA 1RA. DE PLAZA;CALLE 16 NO. 67B, ENTRE LINEA Y 11, LOCALIDAD VEDADO;01/07/2013;2302;4520;0;126;999;1;CNoA;08;5;
70221;COOPERATIVA DE SERVICIOS DE CONSTRUCCION, TECNICOS-INGENIEROS, MATENIMIENTO Y MONTAJE;BUENA VISTA;CALLE VIRTUDES, NO. 676 APTO. 12, ENTRE BELASCOAIN Y GERVASIO;01/07/2013;2303;4520;0;126;999;1;CNoA;08;5;
70222;COOPERATIVA DE SERVICIOS DE CONSTRUCCION, MANTENIMIENTO Y MONTAJE DE PANELERIA LIGERA;7 DE NOVIEMBRE;CALLE 16 NO. 67B, ENTRE LINEA Y 11, LOCALIDAD VEDADO;01/07/2013;2302;4520;0;126;999;1;CNoA;08;5;
70223;COOPERATIVA NOVEDADES;;CALLE MAYIA RODRIGUEZ Y SANTA CATALINA;01/07/2013;2309;5040;0;313;999;1;CNoA;08;5;
70224;COOPERATIVA LA COMPLACIENTE;;CALLE 26 ENTRE 29 Y 31;01/07/2013;2302;5040;0;313;999;1;CNoA;08;5;
70225;COOPERATIVA DE PRODUCCION DE CERAMICA UTILITARIA Y DECORATIVA DEL MUNICIPIO DE HABANA DEL ESTE;;CALLE SAN LUIS NO. 4, ENTRE SAN MIGUEL Y SAN DIONISIO, LOCALIDAD CELIMAR;10/09/2013;2306;3091;0;102;999;1;CNoA;08;5;
70226;COOPERATIVA CARPINTERIA DECORATIVA;;CALLE 139B, EDIF. 14205, APTO. F, ENTRE 142 Y 146, REPARTO REYNOLD GARCIA;13/09/2013;2501;3910;0;102;999;1;CNoA;08;5;
70227;DECORARTE;;CALLE 36 EDIF. ISABO, APTO. 40, ENTRE 1RA Y AUTOPISTA, VARADERO.;13/09/2013;2502;2421;0;102;999;1;CNoA;08;5;
70228;COOPERATIVA KARABALI;;CALLE 23 NO. 155 ENTRE N Y O, VEDADO.;17/09/2013;2302;5610;0;313;999;1;CNoA;08;5;
70229;COOPERATIVA NO AGROPECUARIA DE CLAVOS PARA HERRAR LOS JIMENEZ;;CALLE 4 DEL SUR NO. 24 ENTRE PASEO MARTI Y 1 DEL ESTE;17/09/2013;2608;3399;0;102;999;1;CNoA;08;5;
70230;MERCADO AGROPECUARIO ESTATAL JUAN DELGADO;;CALLE 6 ESQUINA A 9.;18/09/2013;2401;5311;0;327;999;1;CNoA;08;5;
70231;COOPERATIVA VINOS FAMILIARES DIVINNO;;CALLE ARMENTEROS, NO. 30 M, ENTRE CALZADA DE LUYANO Y LINEA DEL FERROCARRIL.;19/09/2013;2309;1702;0;111;999;1;CNoA;08;5;
70232;COOPERATIVA ORNITOLOGICA DE CUBA VILLA CLARA;;CALLE NAZARENO S/N, ENTRE CARRETERA CENTRAL Y CICLON;19/09/2013;2609;5335;0;131;999;1;CNoA;08;5;
70233;COOPERATIVA ORNITOLOGICA DE CUBA, MATANZAS.;;CALLE 83, NO. 29005, ENTRE 290 Y 292.;20/09/2013;2501;5335;0;131;999;1;CNoA;08;5;
