36831;26 DE JULIO;BUENA VISTA;2109;0215;3;131;03870;ANAP;15/04/1986;;;N
39864;PEDRO SAIDEN;PALIZADAS;2109;0213;4;131;03583;ANAP;16/09/1992;;;N
39865;ELISEO CAMANO;PALIZADAS;2109;0213;4;131;03583;ANAP;18/09/1992;;;N
39973;MAXIMO LUGO;BARRIO TIRADO;2109;0213;4;131;03583;ANAP;28/10/1994;;;N
39974;PEDRO ORTIZ;4 CAMINOS BARBACOA;2109;0215;3;131;03583;ANAP;28/10/1994;;;N
39975;EPIFANIO ROJAS GIL;EL HATO;2109;0213;4;131;03583;ANAP;28/10/1994;;;N
39976;JESUS MENENDEZ;BARRIO SANTA FE;2109;0215;3;131;03583;ANAP;28/10/1994;;;N
39977;MAXIMO GOMEZ;BARRIO SANTA FE;2109;0215;3;131;03870;ANAP;28/10/1994;;;N
39979;SANTIAGO RODRIGUEZ;BARRIO RETIRO;2109;0215;3;131;03870;ANAP;28/10/1994;;;N
39980;CUCO BARCELO;BARRIO FORTEZA;2109;0215;3;131;03870;ANAP;28/10/1994;;;N
30403;26 DE JULIO;SANTA DAMIANA;2110;0215;3;131;03452;ANAP;07/07/1995;;;N
30456;V CONGRESO;BARRIO OBESO;2110;0215;3;131;03452;ANAP;11/10/1997;;;N
30457;CONGRESO CAMPESINO;BARRIO VIVERO;2110;0215;3;131;03452;ANAP;11/10/1997;;;N
30483;40 ANIVERSARIO;HERMANOS SAIZ;2110;0215;3;131;03452;070;01/08/2002;;;N
30485;ESTEBAN AJETE;KM 9 CARRET COMUNIDAD HERMANO SAI;2110;0215;3;131;03452;3136;26/12/2003;;;N
30486;HERMANOS BARCON;LAGUINILLA;2110;0215;3;131;03452;1183;22/04/2003;;;N
30487;HERMANOS SAIZ;KM 9 CARRET A GUANE COMUNIDAD RUP;2110;0215;3;131;03452;1183;16/04/2003;;;N
30499;CAMILO CIENFUEGOS;LA COMUNIDAD LA RAIDA;2110;0215;3;131;03452;3175;09/10/2003;;;N
30500;PEDRO RODRIGUEZ;LA COMUNIDAD EL SALVADOR;2110;0215;3;131;03452;3173;09/10/2003;;;N
30501;BARTOLO RODRIGUEZ GONZALEZ;LA COMUNIDAD GALOPE;2110;0215;3;131;03452;3174;09/10/2003;;;N
36763;ORMANI ARENADO;RIO SECO;2110;0215;3;131;03452;ANAP;10/01/1979;;;N
36764;JAIME VENA;GURAMAGUEY;2110;0215;3;131;03452;ANAP;10/01/1979;;;N
36765;TOMAS LEON;LA CENIZA RIO SECO;2110;0215;3;131;03452;ANAP;10/01/1979;;;N
36767;CARLOS MARX;KM 1 1/2 CARRETERA PUNTA DE CARTA;2110;0215;3;131;03452;ANAP;10/01/1979;;;N
36768;TOMAS VALDES;FINCA VALLE CARRETERA PINAR DEL R;2110;0215;3;131;03452;ANAP;10/01/1979;;;N
036775;LENIN;ENTRONQUE SAN SIMON CARRETERA PAN;2110;0215;3;131;03452;ANAP;10/01/1979;;;N
036777;ISIDRO DE ARMAS;GALOPE;2110;0215;3;131;03452;ANAP;10/01/1979;;;N
036779;RIGOBERTO FUENTES;LA ELOISA;2110;0215;3;131;03452;ANAP;10/01/1979;;;N
036781;JESUS MENENDEZ;FINCA MONTERREY;2110;0215;3;131;03452;ANAP;10/01/1979;;;N
036785;ANTONIO MACEO;LAGUNILLA;2110;0215;3;131;03452;ANAP;10/01/1979;;;N
36819;FRANCISCO BLANCO;SANTA DAMIANA;2110;0215;3;131;03452;ANAP;04/07/1986;;;N
36820;ISIDRO GARCIA;JUAN DEBIA;2110;0215;3;131;03452;ANAP;04/07/1986;;;N
39789;CONRADO BENITEZ;LAS VERBENAS;2110;0215;3;131;03452;ANAP;09/11/1992;;;N
39790;MAXIMO LUGO;BOCA DE GALAFRE;2110;0213;4;131;03452;ANAP;09/11/1992;;;N
39792;RAFAEL MORALES;CARRETERA A PUNTA DE CARTAS;2110;0215;3;131;03452;ANAP;09/11/1992;;;N
39793;IGNACIO AGRAMONTE;CARRETERA A PUNTA DE CARTAS;2110;0215;3;131;03452;ANAP;09/11/1992;;;N
